canonical_playlist_index	video_id	canonical_title	youtube_url	transcript_info_json	primary_transcript_vtt	legacy_id	legacy_sequence	legacy_title	curated_output
124	01I0ejDHQ5o	No Weddings on Sabbath? || I’d Like to Know	https://www.youtube.com/watch?v=01I0ejDHQ5o	curation/transcripts/id-like-to-know/124-01I0ejDHQ5o-No Weddings on Sabbath？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/124-01I0ejDHQ5o-No Weddings on Sabbath？ ｜｜ I’d Like to Know.en-orig.vtt				
125	u0ceICcQM7k	Wine isn't a Salvational Issue? || I’d Like to Know	https://www.youtube.com/watch?v=u0ceICcQM7k	curation/transcripts/id-like-to-know/125-u0ceICcQM7k-Wine isn't a Salvational Issue？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/125-u0ceICcQM7k-Wine isn't a Salvational Issue？ ｜｜ I’d Like to Know.en-orig.vtt				
126	4hRZaVj2-4c	No Marriage in Heaven? || I’d Like to Know	https://www.youtube.com/watch?v=4hRZaVj2-4c	curation/transcripts/id-like-to-know/126-4hRZaVj2-4c-No Marriage in Heaven？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/126-4hRZaVj2-4c-No Marriage in Heaven？ ｜｜ I’d Like to Know.en-orig.vtt				
127	S0MTK2hzQ_g	The Lost Still Being Punished? || I’d Like to Know	https://www.youtube.com/watch?v=S0MTK2hzQ_g	curation/transcripts/id-like-to-know/127-S0MTK2hzQ_g-The Lost Still Being Punished？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/127-S0MTK2hzQ_g-The Lost Still Being Punished？ ｜｜ I’d Like to Know.en-orig.vtt				
128	PI925GCuxOw	Allowed to Procrastinate? || I’d Like to Know	https://www.youtube.com/watch?v=PI925GCuxOw	curation/transcripts/id-like-to-know/128-PI925GCuxOw-Allowed to Procrastinate？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/128-PI925GCuxOw-Allowed to Procrastinate？ ｜｜ I’d Like to Know.en-orig.vtt	ilk-008	008	Allowed to Procrastinate?	curation/curated/id-like-to-know/items/ilk-008.md
129	bSsol9LTP9k	Farmers on Sabbath? || I’d Like to Know	https://www.youtube.com/watch?v=bSsol9LTP9k	curation/transcripts/id-like-to-know/129-bSsol9LTP9k-Farmers on Sabbath？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/129-bSsol9LTP9k-Farmers on Sabbath？ ｜｜ I’d Like to Know.en-orig.vtt				
130	QVyxlk6txts	The Temple Still Exists? || I’d Like to Know	https://www.youtube.com/watch?v=QVyxlk6txts	curation/transcripts/id-like-to-know/130-QVyxlk6txts-The Temple Still Exists？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/130-QVyxlk6txts-The Temple Still Exists？ ｜｜ I’d Like to Know.en-orig.vtt				
131	s8S30Dt1Gas	Jesus the Only Way? || I’d Like to Know	https://www.youtube.com/watch?v=s8S30Dt1Gas	curation/transcripts/id-like-to-know/131-s8S30Dt1Gas-Jesus the Only Way？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/131-s8S30Dt1Gas-Jesus the Only Way？ ｜｜ I’d Like to Know.en-orig.vtt				
132	X4gKDmOPfyA	Unforgivable Sins? || I’d Like to Know	https://www.youtube.com/watch?v=X4gKDmOPfyA	curation/transcripts/id-like-to-know/132-X4gKDmOPfyA-Unforgivable Sins？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/132-X4gKDmOPfyA-Unforgivable Sins？ ｜｜ I’d Like to Know.en-orig.vtt				
133	S3KypE55Drw	God Leaves You Alone? || I’d Like to Know	https://www.youtube.com/watch?v=S3KypE55Drw	curation/transcripts/id-like-to-know/133-S3KypE55Drw-God Leaves You Alone？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/133-S3KypE55Drw-God Leaves You Alone？ ｜｜ I’d Like to Know.en-orig.vtt				
134	v_zaqRZwj58	Evolution Evidence in the Bible? || I’d Like to Know	https://www.youtube.com/watch?v=v_zaqRZwj58	curation/transcripts/id-like-to-know/134-v_zaqRZwj58-Evolution Evidence in the Bible？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/134-v_zaqRZwj58-Evolution Evidence in the Bible？ ｜｜ I’d Like to Know.en-orig.vtt				
135	dEyoIRBdBPw	Babies not going to Heaven? || I’d Like to Know	https://www.youtube.com/watch?v=dEyoIRBdBPw	curation/transcripts/id-like-to-know/135-dEyoIRBdBPw-Babies not going to Heaven？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/135-dEyoIRBdBPw-Babies not going to Heaven？ ｜｜ I’d Like to Know.en-orig.vtt	ilk-019	019	Babies not going to Heaven?	curation/curated/id-like-to-know/items/ilk-019.md
136	S21uO1LhXTU	Ellen White and the Bible? || I’d Like to Know	https://www.youtube.com/watch?v=S21uO1LhXTU	curation/transcripts/id-like-to-know/136-S21uO1LhXTU-Ellen White and the Bible？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/136-S21uO1LhXTU-Ellen White and the Bible？ ｜｜ I’d Like to Know.en-orig.vtt				
137	7k2Fo6kmmpY	Not Allowed to Donate Organs? || I’d Like to Know	https://www.youtube.com/watch?v=7k2Fo6kmmpY	curation/transcripts/id-like-to-know/137-7k2Fo6kmmpY-Not Allowed to Donate Organs？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/137-7k2Fo6kmmpY-Not Allowed to Donate Organs？ ｜｜ I’d Like to Know.en-orig.vtt				
138	doGKHwDxfdI	Not Dying for your Sins? || I’d Like to Know	https://www.youtube.com/watch?v=doGKHwDxfdI	curation/transcripts/id-like-to-know/138-doGKHwDxfdI-Not Dying for your Sins？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/138-doGKHwDxfdI-Not Dying for your Sins？ ｜｜ I’d Like to Know.en-orig.vtt				
139	5RSN4P40N_M	Spiritualism with Christianity? || I’d Like to Know	https://www.youtube.com/watch?v=5RSN4P40N_M	curation/transcripts/id-like-to-know/139-5RSN4P40N_M-Spiritualism with Christianity？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/139-5RSN4P40N_M-Spiritualism with Christianity？ ｜｜ I’d Like to Know.en-orig.vtt				
140	fIvIAbckTGc	Was Jesus an SDA? || I’d Like to Know	https://www.youtube.com/watch?v=fIvIAbckTGc	curation/transcripts/id-like-to-know/140-fIvIAbckTGc-Was Jesus an SDA？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/140-fIvIAbckTGc-Was Jesus an SDA？ ｜｜ I’d Like to Know.en-orig.vtt				
141	K5aBeF0x-ik	Abuse on Women in the Old Testament? || I’d Like to Know	https://www.youtube.com/watch?v=K5aBeF0x-ik	curation/transcripts/id-like-to-know/141-K5aBeF0x-ik-Abuse on Women in the Old Testament？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/141-K5aBeF0x-ik-Abuse on Women in the Old Testament？ ｜｜ I’d Like to Know.en-orig.vtt	ilk-007	007	Abuse on Women in the Old Testament?	curation/curated/id-like-to-know/items/ilk-007.md
142	DOyo5yI2rro	Living Under Grace and the Law? || I’d Like to Know	https://www.youtube.com/watch?v=DOyo5yI2rro	curation/transcripts/id-like-to-know/142-DOyo5yI2rro-Living Under Grace and the Law？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/142-DOyo5yI2rro-Living Under Grace and the Law？ ｜｜ I’d Like to Know.en-orig.vtt				
143	YMFk7-dRku0	Sabbath Commandment Exist in Heaven? || I’d Like to Know	https://www.youtube.com/watch?v=YMFk7-dRku0	curation/transcripts/id-like-to-know/143-YMFk7-dRku0-Sabbath Commandment Exist in Heaven？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/143-YMFk7-dRku0-Sabbath Commandment Exist in Heaven？ ｜｜ I’d Like to Know.en-orig.vtt				
144	M6TSwub-DfY	The Bible Contradicting Itself? || I’d Like to Know	https://www.youtube.com/watch?v=M6TSwub-DfY	curation/transcripts/id-like-to-know/144-M6TSwub-DfY-The Bible Contradicting Itself？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/144-M6TSwub-DfY-The Bible Contradicting Itself？ ｜｜ I’d Like to Know.en-orig.vtt				
145	eaxd_cghbRQ	Aborted Babies Going to Heaven? || I’d Like to Know	https://www.youtube.com/watch?v=eaxd_cghbRQ	curation/transcripts/id-like-to-know/145-eaxd_cghbRQ-Aborted Babies Going to Heaven？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/145-eaxd_cghbRQ-Aborted Babies Going to Heaven？ ｜｜ I’d Like to Know.en-orig.vtt	ilk-005	005	Aborted Babies Going to Heaven?	curation/curated/id-like-to-know/items/ilk-005.md
146	VJUdmldV2_g	We'll Be Like Angels? || I’d Like to Know	https://www.youtube.com/watch?v=VJUdmldV2_g	curation/transcripts/id-like-to-know/146-VJUdmldV2_g-We'll Be Like Angels？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/146-VJUdmldV2_g-We'll Be Like Angels？ ｜｜ I’d Like to Know.en-orig.vtt				
147	Z5Iiw7IKabY	God Knows My Fate? || I’d Like to Know	https://www.youtube.com/watch?v=Z5Iiw7IKabY	curation/transcripts/id-like-to-know/147-Z5Iiw7IKabY-God Knows My Fate？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/147-Z5Iiw7IKabY-God Knows My Fate？ ｜｜ I’d Like to Know.en-orig.vtt				
148	j0uJ9DJiy-s	Do Not Eat Meat? || I’d Like to Know	https://www.youtube.com/watch?v=j0uJ9DJiy-s	curation/transcripts/id-like-to-know/148-j0uJ9DJiy-s-Do Not Eat Meat？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/148-j0uJ9DJiy-s-Do Not Eat Meat？ ｜｜ I’d Like to Know.en-orig.vtt				
149	fphu361KjDw	Desmond Ford Issues? || I’d Like to Know	https://www.youtube.com/watch?v=fphu361KjDw	curation/transcripts/id-like-to-know/149-fphu361KjDw-Desmond Ford Issues？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/149-fphu361KjDw-Desmond Ford Issues？ ｜｜ I’d Like to Know.en-orig.vtt				
150	mbWatrEf6Dw	Raffle on Sabbath? || I’d Like to Know	https://www.youtube.com/watch?v=mbWatrEf6Dw	curation/transcripts/id-like-to-know/150-mbWatrEf6Dw-Raffle on Sabbath？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/150-mbWatrEf6Dw-Raffle on Sabbath？ ｜｜ I’d Like to Know.en-orig.vtt				
151	3LSaYZ3Snl4	Stay-At-Home Dad Unbiblical? || I’d Like to Know	https://www.youtube.com/watch?v=3LSaYZ3Snl4	curation/transcripts/id-like-to-know/151-3LSaYZ3Snl4-Stay-At-Home Dad Unbiblical？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/151-3LSaYZ3Snl4-Stay-At-Home Dad Unbiblical？ ｜｜ I’d Like to Know.en-orig.vtt				
152	NHtbRfL3b2Q	Biblical Facts on Black Slavery? || I’d Like to Know	https://www.youtube.com/watch?v=NHtbRfL3b2Q	curation/transcripts/id-like-to-know/152-NHtbRfL3b2Q-Biblical Facts on Black Slavery？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/152-NHtbRfL3b2Q-Biblical Facts on Black Slavery？ ｜｜ I’d Like to Know.en-orig.vtt	ilk-021	021	Biblical Facts on Black Slavery?	curation/curated/id-like-to-know/items/ilk-021.md
153	7q5olWFRVvg	Christians Involved in Sports? || I’d Like to Know	https://www.youtube.com/watch?v=7q5olWFRVvg	curation/transcripts/id-like-to-know/153-7q5olWFRVvg-Christians Involved in Sports？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/153-7q5olWFRVvg-Christians Involved in Sports？ ｜｜ I’d Like to Know.en-orig.vtt				
154	4UZ7ypSd0bU	Kitchen Work on Sabbath? || I’d Like to Know	https://www.youtube.com/watch?v=4UZ7ypSd0bU	curation/transcripts/id-like-to-know/154-4UZ7ypSd0bU-Kitchen Work on Sabbath？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/154-4UZ7ypSd0bU-Kitchen Work on Sabbath？ ｜｜ I’d Like to Know.en-orig.vtt				
155	6wIW-Qt0GRw	Laborious Sabbath Laws? || I’d Like to Know	https://www.youtube.com/watch?v=6wIW-Qt0GRw	curation/transcripts/id-like-to-know/155-6wIW-Qt0GRw-Laborious Sabbath Laws？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/155-6wIW-Qt0GRw-Laborious Sabbath Laws？ ｜｜ I’d Like to Know.en-orig.vtt				
156	pYm2jYmZw9o	The Rapture and Second Coming? || I’d Like to Know	https://www.youtube.com/watch?v=pYm2jYmZw9o	curation/transcripts/id-like-to-know/156-pYm2jYmZw9o-The Rapture and Second Coming？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/156-pYm2jYmZw9o-The Rapture and Second Coming？ ｜｜ I’d Like to Know.en-orig.vtt				
157	Qj9K0Q_wHmw	Flat Earth a Salvational Issue? || I’d Like to Know	https://www.youtube.com/watch?v=Qj9K0Q_wHmw	curation/transcripts/id-like-to-know/157-Qj9K0Q_wHmw-Flat Earth a Salvational Issue？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/157-Qj9K0Q_wHmw-Flat Earth a Salvational Issue？ ｜｜ I’d Like to Know.en-orig.vtt				
158	S_KGEWkXdN8	Why Did Satan Crucify Christ? || I’d Like to Know	https://www.youtube.com/watch?v=S_KGEWkXdN8	curation/transcripts/id-like-to-know/158-S_KGEWkXdN8-Why Did Satan Crucify Christ？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/158-S_KGEWkXdN8-Why Did Satan Crucify Christ？ ｜｜ I’d Like to Know.en-orig.vtt				
159	XOP1Go2f0QQ	Stealing Money for God? || I’d Like to Know	https://www.youtube.com/watch?v=XOP1Go2f0QQ	curation/transcripts/id-like-to-know/159-XOP1Go2f0QQ-Stealing Money for God？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/159-XOP1Go2f0QQ-Stealing Money for God？ ｜｜ I’d Like to Know.en-orig.vtt				
160	68GrV2gUgUs	Coffee Drinkers Going to Hell? || I’d Like to Know	https://www.youtube.com/watch?v=68GrV2gUgUs	curation/transcripts/id-like-to-know/160-68GrV2gUgUs-Coffee Drinkers Going to Hell？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/160-68GrV2gUgUs-Coffee Drinkers Going to Hell？ ｜｜ I’d Like to Know.en-orig.vtt				
161	ko2qP1RAYLM	Was Judas Saved? || I’d Like to Know	https://www.youtube.com/watch?v=ko2qP1RAYLM	curation/transcripts/id-like-to-know/161-ko2qP1RAYLM-Was Judas Saved？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/161-ko2qP1RAYLM-Was Judas Saved？ ｜｜ I’d Like to Know.en-orig.vtt				
162	6X5D3bVYB6E	Are Drums Good? || I’d Like to Know	https://www.youtube.com/watch?v=6X5D3bVYB6E	curation/transcripts/id-like-to-know/162-6X5D3bVYB6E-Are Drums Good？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/162-6X5D3bVYB6E-Are Drums Good？ ｜｜ I’d Like to Know.en-orig.vtt	ilk-011	011	Are Drums Good?	curation/curated/id-like-to-know/items/ilk-011.md
163	lc_0GaFru74	Payments During the Sabbath? || I’d Like to Know	https://www.youtube.com/watch?v=lc_0GaFru74	curation/transcripts/id-like-to-know/163-lc_0GaFru74-Payments During the Sabbath？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/163-lc_0GaFru74-Payments During the Sabbath？ ｜｜ I’d Like to Know.en-orig.vtt				
164	YL4yLdev3iI	How Many Genders? || I’d Like to Know	https://www.youtube.com/watch?v=YL4yLdev3iI	curation/transcripts/id-like-to-know/164-YL4yLdev3iI-How Many Genders？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/164-YL4yLdev3iI-How Many Genders？ ｜｜ I’d Like to Know.en-orig.vtt				
165	z34-_-gkKNI	Defining Daybreak? || I’d Like to Know	https://www.youtube.com/watch?v=z34-_-gkKNI	curation/transcripts/id-like-to-know/165-z34-_-gkKNI-Defining Daybreak？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/165-z34-_-gkKNI-Defining Daybreak？ ｜｜ I’d Like to Know.en-orig.vtt				
166	RbFQtoE8ouQ	Biking During the Sabbath? || I’d Like to Know	https://www.youtube.com/watch?v=RbFQtoE8ouQ	curation/transcripts/id-like-to-know/166-RbFQtoE8ouQ-Biking During the Sabbath？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/166-RbFQtoE8ouQ-Biking During the Sabbath？ ｜｜ I’d Like to Know.en-orig.vtt	ilk-022	022	Biking During the Sabbath?	curation/curated/id-like-to-know/items/ilk-022.md
167	sUPsPl__XUE	God Made the Devil? || I’d Like to Know	https://www.youtube.com/watch?v=sUPsPl__XUE	curation/transcripts/id-like-to-know/167-sUPsPl__XUE-God Made the Devil？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/167-sUPsPl__XUE-God Made the Devil？ ｜｜ I’d Like to Know.en-orig.vtt				
168	8MqUW6hgsaU	Blood That Talks? || I’d Like to Know	https://www.youtube.com/watch?v=8MqUW6hgsaU	curation/transcripts/id-like-to-know/168-8MqUW6hgsaU-Blood That Talks？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/168-8MqUW6hgsaU-Blood That Talks？ ｜｜ I’d Like to Know.en-orig.vtt	ilk-023	023	Blood That Talks?	curation/curated/id-like-to-know/items/ilk-023.md
169	ESToIpnx9bs	Did Jesus Contradict the State of the Dead? || I’d Like to Know	https://www.youtube.com/watch?v=ESToIpnx9bs	curation/transcripts/id-like-to-know/169-ESToIpnx9bs-Did Jesus Contradict the State of the Dead？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/169-ESToIpnx9bs-Did Jesus Contradict the State of the Dead？ ｜｜ I’d Like to Know.en-orig.vtt				
170	RaAsQ6s-qaI	Celebrating Easter is Okay? || I’d Like to Know	https://www.youtube.com/watch?v=RaAsQ6s-qaI	curation/transcripts/id-like-to-know/170-RaAsQ6s-qaI-Celebrating Easter is Okay？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/170-RaAsQ6s-qaI-Celebrating Easter is Okay？ ｜｜ I’d Like to Know.en-orig.vtt				
171	3ZPhL_ytBmk	Did God Create Satan? || I’d Like to Know	https://www.youtube.com/watch?v=3ZPhL_ytBmk	curation/transcripts/id-like-to-know/171-3ZPhL_ytBmk-Did God Create Satan？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/171-3ZPhL_ytBmk-Did God Create Satan？ ｜｜ I’d Like to Know.en-orig.vtt				
172	2CftziIx77E	I'm Not Forgiven? || I’d Like to Know	https://www.youtube.com/watch?v=2CftziIx77E	curation/transcripts/id-like-to-know/172-2CftziIx77E-I'm Not Forgiven？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/172-2CftziIx77E-I'm Not Forgiven？ ｜｜ I’d Like to Know.en-orig.vtt				
173	BM3a9QlXa78	Breaking the Sabbath in Jericho? || I’d Like to Know	https://www.youtube.com/watch?v=BM3a9QlXa78	curation/transcripts/id-like-to-know/173-BM3a9QlXa78-Breaking the Sabbath in Jericho？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/173-BM3a9QlXa78-Breaking the Sabbath in Jericho？ ｜｜ I’d Like to Know.en-orig.vtt	ilk-025	025	Breaking the Sabbath in Jericho?	curation/curated/id-like-to-know/items/ilk-025.md
174	fAGa1W-uQ5c	Why Do We Tithe? || I’d Like to Know	https://www.youtube.com/watch?v=fAGa1W-uQ5c	curation/transcripts/id-like-to-know/174-fAGa1W-uQ5c-Why Do We Tithe？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/174-fAGa1W-uQ5c-Why Do We Tithe？ ｜｜ I’d Like to Know.en-orig.vtt				
175	SVlUWyJAWes	We Are Not Sinners? || I’d Like to Know	https://www.youtube.com/watch?v=SVlUWyJAWes	curation/transcripts/id-like-to-know/175-SVlUWyJAWes-We Are Not Sinners？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/175-SVlUWyJAWes-We Are Not Sinners？ ｜｜ I’d Like to Know.en-orig.vtt				
176	o1oKZ6v1flc	The Devil Cast Out before Creation? || I’d Like to Know	https://www.youtube.com/watch?v=o1oKZ6v1flc	curation/transcripts/id-like-to-know/176-o1oKZ6v1flc-The Devil Cast Out before Creation？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/176-o1oKZ6v1flc-The Devil Cast Out before Creation？ ｜｜ I’d Like to Know.en-orig.vtt				
177	Y9Qhb27o0Dg	Fallen Angels and Demons? || I’d Like to Know	https://www.youtube.com/watch?v=Y9Qhb27o0Dg	curation/transcripts/id-like-to-know/177-Y9Qhb27o0Dg-Fallen Angels and Demons？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/177-Y9Qhb27o0Dg-Fallen Angels and Demons？ ｜｜ I’d Like to Know.en-orig.vtt				
178	orz7n1vOQIc	Was Christ Tempted? || I’d Like to Know	https://www.youtube.com/watch?v=orz7n1vOQIc	curation/transcripts/id-like-to-know/178-orz7n1vOQIc-Was Christ Tempted？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/178-orz7n1vOQIc-Was Christ Tempted？ ｜｜ I’d Like to Know.en-orig.vtt				
179	ba02JCkSNSc	What was the First Light? || I’d Like to Know	https://www.youtube.com/watch?v=ba02JCkSNSc	curation/transcripts/id-like-to-know/179-ba02JCkSNSc-What was the First Light？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/179-ba02JCkSNSc-What was the First Light？ ｜｜ I’d Like to Know.en-orig.vtt				
180	pE3XmF1r1PQ	Wearing a Hat a Sin? || I’d Like to Know	https://www.youtube.com/watch?v=pE3XmF1r1PQ	curation/transcripts/id-like-to-know/180-pE3XmF1r1PQ-Wearing a Hat a Sin？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/180-pE3XmF1r1PQ-Wearing a Hat a Sin？ ｜｜ I’d Like to Know.en-orig.vtt				
181	_ScyEefSLFM	Which Ethnic Group? || I’d Like to Know	https://www.youtube.com/watch?v=_ScyEefSLFM	curation/transcripts/id-like-to-know/181-_ScyEefSLFM-Which Ethnic Group？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/181-_ScyEefSLFM-Which Ethnic Group？ ｜｜ I’d Like to Know.en-orig.vtt				
182	dBoOOroH2dc	Sabbath Begins By Sundown? || I’d Like to Know	https://www.youtube.com/watch?v=dBoOOroH2dc	curation/transcripts/id-like-to-know/182-dBoOOroH2dc-Sabbath Begins By Sundown？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/182-dBoOOroH2dc-Sabbath Begins By Sundown？ ｜｜ I’d Like to Know.en-orig.vtt				
183	jh5wqJ9s9kc	Still single by 30? || I’d Like to Know	https://www.youtube.com/watch?v=jh5wqJ9s9kc	curation/transcripts/id-like-to-know/183-jh5wqJ9s9kc-Still single by 30？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/183-jh5wqJ9s9kc-Still single by 30？ ｜｜ I’d Like to Know.en-orig.vtt				
184	Dkvy4hBby7M	Following God's Law and Sin's Law? || I’d Like to Know	https://www.youtube.com/watch?v=Dkvy4hBby7M	curation/transcripts/id-like-to-know/184-Dkvy4hBby7M-Following God's Law and Sin's Law？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/184-Dkvy4hBby7M-Following God's Law and Sin's Law？ ｜｜ I’d Like to Know.en-orig.vtt				
185	x6ZC_nh7eZw	My Name Off the Book of Life? || I’d Like to Know	https://www.youtube.com/watch?v=x6ZC_nh7eZw	curation/transcripts/id-like-to-know/185-x6ZC_nh7eZw-My Name Off the Book of Life？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/185-x6ZC_nh7eZw-My Name Off the Book of Life？ ｜｜ I’d Like to Know.en-orig.vtt				
186	FVBmvYRODxM	Eating Fish with Jesus? || I’d Like to Know	https://www.youtube.com/watch?v=FVBmvYRODxM	curation/transcripts/id-like-to-know/186-FVBmvYRODxM-Eating Fish with Jesus？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/186-FVBmvYRODxM-Eating Fish with Jesus？ ｜｜ I’d Like to Know.en-orig.vtt				
187	r5XNR-pBoEY	Tithing? || I’d Like to Know	https://www.youtube.com/watch?v=r5XNR-pBoEY	curation/transcripts/id-like-to-know/187-r5XNR-pBoEY-Tithing？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/187-r5XNR-pBoEY-Tithing？ ｜｜ I’d Like to Know.en-orig.vtt				
188	FImdOWpi7Ro	Does God Allow Hardships? || I’d Like to Know	https://www.youtube.com/watch?v=FImdOWpi7Ro	curation/transcripts/id-like-to-know/188-FImdOWpi7Ro-Does God Allow Hardships？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/188-FImdOWpi7Ro-Does God Allow Hardships？ ｜｜ I’d Like to Know.en-orig.vtt				
189	fXpGoTaXV3E	Satan Impersonating Jesus? || I’d Like to Know	https://www.youtube.com/watch?v=fXpGoTaXV3E	curation/transcripts/id-like-to-know/189-fXpGoTaXV3E-Satan Impersonating Jesus？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/189-fXpGoTaXV3E-Satan Impersonating Jesus？ ｜｜ I’d Like to Know.en-orig.vtt				
190	qqy2RVPrpPc	Satan Performing Miracles? || I’d Like to Know	https://www.youtube.com/watch?v=qqy2RVPrpPc	curation/transcripts/id-like-to-know/190-qqy2RVPrpPc-Satan Performing Miracles？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/190-qqy2RVPrpPc-Satan Performing Miracles？ ｜｜ I’d Like to Know.en-orig.vtt				
191	EyXpE50Xhqo	Does Satan Still Visit Heaven? || I’d Like to Know	https://www.youtube.com/watch?v=EyXpE50Xhqo	curation/transcripts/id-like-to-know/191-EyXpE50Xhqo-Does Satan Still Visit Heaven？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/191-EyXpE50Xhqo-Does Satan Still Visit Heaven？ ｜｜ I’d Like to Know.en-orig.vtt				
192	LrQ8v9X8zvY	Jesus Was Born Sinful? || I’d Like to Know	https://www.youtube.com/watch?v=LrQ8v9X8zvY	curation/transcripts/id-like-to-know/192-LrQ8v9X8zvY-Jesus Was Born Sinful？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/192-LrQ8v9X8zvY-Jesus Was Born Sinful？ ｜｜ I’d Like to Know.en-orig.vtt				
193	Q2Q1-wjxRoE	Who to Ask for Will Power? || I’d Like to Know	https://www.youtube.com/watch?v=Q2Q1-wjxRoE	curation/transcripts/id-like-to-know/193-Q2Q1-wjxRoE-Who to Ask for Will Power？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/193-Q2Q1-wjxRoE-Who to Ask for Will Power？ ｜｜ I’d Like to Know.en-orig.vtt				
